EFFORTID,TRANSID,CAPID,SEARCHER,Date,OCC,PITTAG,ALTPIT,IDCODE,ALTID,NEW,SVL,TOTAL,WEIGHT,BREAK,SEX,TRANSECT,LOCATION,CAPLAT,CAPLON,TRAPTYPE,ENTRTYPE,BAIT,OTHRTYPE,POSITIO1,SITE,CLASS,COMMENT,CI,SEXdeterm,SEXconf,SEXnotes,PROJECTCODE,QC Concerns,QC Flag,QC Resolutions
13270,61346,22385,MCV,08-Dec-16,,0A140A4A52,,3483,,OLD,992,1230,90,+,,S,9,,,V,,,,,NWFN,,,0.944631944,F,4,"MORE THAN FOUR SEXINGS AS F, MORE THAN ONE >800MM",NWFN SCENT VIS TRAIL,,,
13274,61365,22387,VRD,14-Dec-16,,0A140A4A52,,3483,,OLD,991,1233,93,+,F,R,10,,,V,,,,,NWFN,,,0.979368186,F,4,"MORE THAN FOUR SEXINGS AS F, MORE THAN ONE >800MM",NWFN SCENT VIS TRAIL,,,
13266,61276,22372,MCV,06-Dec-16,,0A140A4A5B,,9642,,NEW,568,727,18,,M,SWE,1,,,V,,,,,NWFN,,TOO SMALL TO PROBE; HEMIPENES OBSERVED BY MCV & CJR; CLEARED 10 SCALES DUE TO DEFORMITY IN SCALES; RECLIPPED ABOVE,0.902769846,M,3,"THREE SEXINGS AS MALE, <800MM",NWFN SCENT VIS TRAIL,,,
13300,61663,22444,CJR,21-Dec-16,,0A140A4A5B,,9642,,OLD,571,716,21,+,M,Z,3,,,V,,,,,NWFN,,HEMIPENES OBSERVED; SNAKE BEGINNING SHED,1.040228195,M,3,"THREE SEXINGS AS MALE, <800MM",NWFN SCENT VIS TRAIL,,,
13336,62113,22520,CJR,03-Jan-17,,0A140A4A5B,,9642,,OLD,575,724,19,+,M,SWE,13,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.925732826,M,3,"THREE SEXINGS AS MALE, <800MM",NWFN SCENT VIS TRAIL,,,
13156,59932,22176,TJH,27-Oct-16,,0A140A4A66,,3825,,OLD,982,1234,84,+,,U,1,,,V,,,,,NWFN,,,0.911499398,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13249,61057,22332,MCV,01-Dec-16,,0A140A4A66,,3825,,OLD,995,1243,85,+,,X,0,,,V,,,,,NWFN,,HEMIPENES FLARED; SNAKE IS SHEDDING,0.883311624,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13168,60109,22213,CJR,25-Oct-16,,0A140A4A6A,,1683,,NEW,387,496,8,,M,V,11,,,V,,,,,NWFN,,HEMIPENES OBSERVED BY BOTH BIOS; SNAKE TOO SMALL TO PROBE ACCURATELY,0.893603966,M,4,"SIX SEXINGS AS M, ALL <800MM, PROBED MALE AND HEMIPENES OBSERVED",NWFN SCENT VIS TRAIL,,,
13192,60417,22248,MCV,31-Oct-16,,0A140A4A6A,,1683,,OLD,399,483,10,+,M,T,12,,,V,,,,,NWFN,,HEMIPENSES OBSERVED,1.055511528,M,4,"SIX SEXINGS AS M, ALL <800MM, PROBED MALE AND HEMIPENES OBSERVED",NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK FROM DNA SAMPLING CAUSING RTL FLAG
13305,61735,22470,CJR,27-Dec-16,,0A140A4A6A,,1683,,OLD,487,597,15,+,M,G,8,,,V,,,,,NWFN,,HEMIPENES OBSERVED,1.062387269,M,4,"SIX SEXINGS AS M, ALL <800MM, PROBED MALE AND HEMIPENES OBSERVED",NWFN SCENT VIS TRAIL,,,
13167,60082,22204,VRD,03-Nov-16,,0A140A4A6E,,3942,,OLD,913,1146,61,+,M,X,0,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.836172263,M,4,"ASSIGNED BY ALGORITHM (>75% AGREEMENT, CONFIRMED @>1000MM)",NWFN SCENT VIS TRAIL,,,
13276,61434,22393,TJH,14-Dec-16,,0A140A4A6E,,3942,,OLD,930,1158,72,+,F,AA,1,,,V,,,,,NWFN,,,0.93111851,M,4,"ASSIGNED BY ALGORITHM (>75% AGREEMENT, CONFIRMED @>1000MM)",NWFN SCENT VIS TRAIL,,,
13352,62297,22546,TJH,29-Dec-16,,0A140A4A6E,,3942,,OLD,938,1168,67,+,M,Y,2,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.843162102,M,4,"ASSIGNED BY ALGORITHM (>75% AGREEMENT, CONFIRMED @>1000MM)",NWFN SCENT VIS TRAIL,,,
13352,62293,22545,TJH,29-Dec-16,,0A140A4A75,,4993,,OLD,877,1076,63,+,,AA,13,,,V,,,,,NWFN,,,0.978412421,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13166,60077,22202,AFC,07-Nov-16,,0A140A4A7A,,4974,,OLD,980,1236,100,,F,W,11,,,V,,,,,NWFN,,,1.092385493,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13322,61983,22510,AFC,04-Jan-17,,0A140A4A7A,,4974,,OLD,987,1237,112,+,F,R,11,,,V,,,,,NWFN,,,1.195250453,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13187,60371,22244,CJR,02-Nov-16,,0A140A4A7B,,5734,,OLD,987,1237,86,+,F,I,5,,,V,,,,,NWFN,,"FRESH INJURIES (MIDBODY, 50MM POST VENT); POTENTIAL INTESTINAL PUNCTURE; PHOTOS TAKEN, STORED ON K:\",0.917781598,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13223,60765,22295,MCV,20-Nov-16,,0A140A4A7B,,5734,,OLD,1002,1252,90,+,F,U,5,,,V,,,,,NWFN,,SCARRING ALONG DORSAL THROUGHOUT THE BODY,0.913833316,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13243,60965,22319,MCV,29-Nov-16,,0A140A4B09,,8189,,OLD,1049,1305,112,+,,Y,5,,,V,,,,,NWFN,,,0.97495075,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13292,61588,22422,FTE,14-Dec-16,,0A140A4B09,,8189,,OLD,1033,1289,109,+,,N,9,,,V,,,,,NWFN,,,0.999554115,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13157,59941,22180,VRD,26-Oct-16,,0A140A4B0E,,1939,,OLD,1034,1316,120,+,F,Y,6,,,V,,,,,NWFN,,TAIL BADLY CHEWED,1.09683996,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13283,61485,22408,FTE,12-Dec-16,,0A140A4B0E,,1939,,OLD,1038,1304,144,+,,J,7,,,V,,,,,NWFN,,HEALED WOUNDS ON TAIL,1.29914956,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13251,61081,22334,MCV,28-Nov-16,,0A140A4B12,,4846,,OLD,1044,1302,104,+,,G,5,,,V,,,,,NWFN,,FRESH WOUND ON DORSAL ALONG THE TAIL,0.920130339,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13329,62035,22515,CJR,30-Dec-16,,0A140A4B12,,4846,,OLD,1058,1327,123,+,,I,6,,,V,,,,,NWFN,,,1.039952133,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13149,59864,22168,TJH,24-Oct-16,,0A140A4B13,,3136,,OLD,992,1241,88,+,F,S,10,,,V,,,,,NWFN,,AFC SPOTTED; INJURY AT THE VENT; PUS & BLOOD COMING OUT WHEN POPPING FROM THE SNAKE'S RIGHT VENT.,0.923640123,F,4,"SEVEN SEXINGS AS F, SEVEN SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13200,60516,22267,CJR,10-Nov-16,,0A140A4B13,,3136,,OLD,974,1226,85,+,F,H,7,,,V,,,,,NWFN,,MANY PUNCURE WOUNDS ON TAIL; SUSPECT CATS,0.947340903,F,4,"SEVEN SEXINGS AS F, SEVEN SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13255,61133,22345,ACN,05-Dec-16,,0A140A4B13,,3136,,OLD,982,1232,92,+,F,V,12,,,V,,,,,NWFN,,,0.998308864,F,4,"SEVEN SEXINGS AS F, SEVEN SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13264,61226,22363,TJH,07-Dec-16,,0A140A4B13,,3136,,OLD,995,1241,87,+,F,SWE,13,,,V,,,,,NWFN,,OLD SCARS ALONG BACK,0.904095427,F,4,"SEVEN SEXINGS AS F, SEVEN SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13279,61441,22399,CJR,13-Dec-16,,0A140A4B13,,3136,,OLD,989,1246,90,+,,SWE,13,,,V,,,,,NWFN,,SNAKE HAD DOUBLE CLIP; CLEARED 21 SCALES AND RECLIPPED ABOVE,0.954098575,F,4,"SEVEN SEXINGS AS F, SEVEN SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13290,61569,22419,MCV,15-Dec-16,,0A140A4B13,,3136,,OLD,936,1187,86,+,,SWE,13,,,V,,,,,NWFN,,LOTS OF SCALES CLIPPED; CLIPS ABOVE CLEARED CLIPS,1.089657008,F,4,"SEVEN SEXINGS AS F, SEVEN SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13155,59942,22177,FTE,03-Nov-16,,0A140A4B16,,8447,,OLD,1009,1278,93,+,M,J,11,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.922712862,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13204,60534,22270,ACN,14-Nov-16,,0A140A4B16,,8447,,OLD,1004,1273,96,+,M,C,10,,,V,,,,,NWFN,,HEMIPENES OBSERVED; OLD CLIP PRESENT:1536 OLD PIT:0A140A4B00; OLD CLIP 1536 CLEARED,0.968331094,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,HAD OLD CLIP PRESENT (1536) WITH NEW CUT CLIP (8447). ENOUGH TIME BETWEEN LAST CLIP 1536 AND THIS CAPTURE FOR 1536 CLIP TO STILL BE VISIBLE (18 MONTHS),2,SNAKE 0A140A4B16 (CLIP 8447) AND SNAKE 0A140A4D60 (CLIP 1536) MAY BE SAME SNAKE.  PITTAG 0A140A4D60 COULD HAVE BEEN LOST AND CLIP MISSED IN 426 DAYS BETWEEN 0A140A4B16 AND 0A140A4D60 CAPTURES.
13215,60671,22285,FTE,20-Nov-16,,0A140A4B16,,8447,,OLD,1004,1270,96,+,,E,14,,,V,,,,,NWFN,,,0.968331094,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13220,60775,22296,FTE,21-Nov-16,,0A140A4B16,,8447,,OLD,1004,1268,96,+,,E,13,,,V,,,,,NWFN,,SMALL SCAR OVER LEFT EYE,0.968331094,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13353,62304,22547,TJH,30-Dec-16,,0A140A4B16,,8447,,OLD,1023,1285,106,+,M,A,13,,,V,,,,,NWFN,,HEMIPENES OBSERVED,1.004374902,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13327,62000,22507,MCV,03-Jan-17,,0A140A4B16,,8447,,OLD,1035,1304,108,+,M,B,13,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.983939875,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13300,61670,22448,CJR,21-Dec-16,,0A140A4B17,,9843,,OLD,972,1215,76,+,,AA,8,,,V,,,,,NWFN,,FRESH INJURIES ON TAIL. POSSIBLY PUNCTURES FROM CAT.,0.852726537,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13168,60113,22216,CJR,25-Oct-16,,0A140A4B20,,2492,,OLD,1013,1275,89,+,,X,11,,,V,,,,,NWFN,,,0.871463568,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13171,60134,22218,VRD,08-Nov-16,,0A140A4B20,,2492,,OLD,1020,1279,96,+,,AA,4,,,V,,,,,NWFN,,,0.918619706,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13224,60779,22297,FTE,22-Nov-16,,0A140A4B22,,9215,,OLD,1042,1313,99,+,F,G,0,,,V,,,,,NWFN,,BITE MARKS 100MM POSTERIOR CLOACA,0.881608516,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13267,61282,22374,MCV,07-Dec-16,,0A140A4B22,,9215,,OLD,1054,1324,100,+,,G,3,,,V,,,,,NWFN,,SCAR ON DORSAL TAIL,0.856500492,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13312,61799,22482,MGN,21-Dec-16,,0A140A4B24,,4793,,NEW,544,700,24,,F,N,1,,,V,,,,,NWFN,,"CJR INJECTED PIT TAG & CLIPPED; OLD SCARRING ON NECK, MIDBODY AND TAIL",1.330649549,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13315,61830,22486,MCV,28-Dec-16,,0A140A4B24,,4793,,OLD,590,731,22,+,F,P,3,,,V,,,,,NWFN,,LARGE SCAR ON DORSAL (MID BODY) HEALED,1.007869114,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13151,59863,22169,VRD,25-Oct-16,,0A140A4B28,,3284,,OLD,1102,1364,117,+,M,U,14,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.859152543,M,4,"EARLY MIS-SEXING AS F, FIVE SEXINGS AS MALE, FOUR SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13234,60870,22308,FTE,23-Nov-16,,0A140A4B28,,3284,,OLD,1097,1359,119,+,M,AA,12,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.887840818,M,4,"EARLY MIS-SEXING AS F, FIVE SEXINGS AS MALE, FOUR SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13243,60965,22318,MCV,29-Nov-16,,0A140A4B28,,3284,,OLD,1099,1356,126,+,M,Y,9,,,V,,,,,NWFN,,,0.934104746,M,4,"EARLY MIS-SEXING AS F, FIVE SEXINGS AS MALE, FOUR SEXINGS >1000MM",NWFN SCENT VIS TRAIL,,,
13158,59947,22179,TJH,31-Oct-16,,0A140A4B2C,,5836,,OLD,871,1068,58,+,F,U,4,,,V,,,,,NWFN,,,0.919885657,F,4,"FOUR SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13253,61119,22368,TJH,05-Dec-16,,0A140A4B2C,,5836,,OLD,877,1082,61,+,,U,1,,,V,,,,,NWFN,,,0.947351709,F,4,"FOUR SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13293,61609,22427,FTE,15-Dec-16,,0A140A4B2C,,5836,,OLD,871,1083,64,+,,T,6,,,V,,,,,NWFN,,SCARRING ON DORSAL ALONG BODY; HEALED TAIL FRACTURE,1.015046242,F,4,"FOUR SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13151,59893,22172,VRD,25-Oct-16,,0A140A4B2F,,4582,,OLD,1039,1302,111,+,,R,12,,,V,,,,,NWFN,,,0.998170544,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13194,60453,22253,MCV,07-Nov-16,,0A140A4B2F,,4582,,OLD,1041,1300,112,+,,M,12,,,V,,,,,NWFN,,HEMIPENES FLARED,1.000625937,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13261,61200,22354,FTE,06-Dec-16,,0A140A4B2F,,4582,,OLD,1044,1311,109,+,,U,13,,,V,,,,,NWFN,,HEMIPENES FLARED,0.964367375,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13294,61624,22435,FTE,20-Dec-16,,0A140A4B2F,,4582,,OLD,,,,,,O,13,,,V,,,,,NWFN,,SAME SNAKE AS #2 - AT N14.,,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13294,61613,22431,FTE,20-Dec-16,,0A140A4B2F,,4582,,OLD,1055,1320,106,+,,N,14,,,V,,,,,NWFN,,,0.904956669,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13300,61671,22449,CJR,21-Dec-16,,0A140A4B2F,,4582,,OLD,1046,1309,106,+,,Q,13,,,V,,,,,NWFN,,,0.931750449,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13307,61870,22494,MGN,27-Dec-16,,0A140A4B2F,,4582,,OLD,1046,1278,113,+,,O,14,,,V,,,,,NWFN,,,0.993281139,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13346,62220,22533,FTE,10-Jan-17,,0A140A4B2F,,4582,,OLD,1062,1323,114,+,,M,13,,,V,,,,,NWFN,,,0.951486825,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13350,62279,22542,FTE,12-Jan-17,,0A140A4B2F,,4582,,OLD,1064,1325,116,+,,M,12,,,V,,,,,NWFN,,,0.961953654,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13254,61110,22338,VRD,01-Dec-16,,0A140A4B32,,1325,,NEW,513,645,16,,M,S,1,,,V,,,,,NWFN,,HEMIPENES OBSERVED,1.012227528,M,4,"FIVE SEXINGS AS M <800MM, HEMIS OBSERVED AND PROBED MALE",NWFN SCENT VIS TRAIL,,,
13294,61613,22430,FTE,20-Dec-16,,0A140A4B32,,1325,,OLD,542,679,16,+,M,N,0,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.894608487,M,4,"FIVE SEXINGS AS M <800MM, HEMIS OBSERVED AND PROBED MALE",NWFN SCENT VIS TRAIL,,,
13300,61672,22450,CJR,21-Dec-16,,0A140A4B35,,5763,,OLD,965,1206,76,+,,W,1,,,V,,,,,NWFN,,,0.872992493,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13318,61917,22499,AFC,03-Jan-17,,0A140A4B35,,5763,,OLD,973,1212,84,+,,O,0,,,V,,,,,NWFN,,,0.939335524,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13178,60254,22227,ACN,07-Nov-16,,0A140A4C05,,5372,,OLD,1043,1304,122,+,F,M,1,,,V,,,,,NWFN,,,1.082898717,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13213,60635,22281,TJH,20-Nov-16,,0A140A4C05,,5372,,OLD,1061,1325,130,+,F,Z,4,,,V,,,,,NWFN,,,1.088536535,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13345,62210,22532,VRD,10-Jan-17,,0A140A4C05,,5372,,OLD,1055,1334,139,+,F,Z,2,,,V,,,,,NWFN,,,1.186688462,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13148,59823,22162,FTE,26-Oct-16,,0A140A4C1D,,8678,,OLD,797,983,47,+,F,Y,1,,,V,,,,,NWFN,,,0.970807948,F,4,"FIVE SEXINGS AS F, THREE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13269,61305,22378,FTE,08-Dec-16,,0A140A4C1D,,8678,,OLD,811,1016,59,+,F,SWE,3,,,V,,,,,NWFN,,,1.158405445,F,4,"FIVE SEXINGS AS F, THREE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13293,61605,22426,FTE,15-Dec-16,,0A140A4C1D,,8678,,OLD,808,1003,61,+,F,Y,2,,,V,,,,,NWFN,,,1.210724841,F,4,"FIVE SEXINGS AS F, THREE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13294,61616,22432,FTE,20-Dec-16,,0A140A4C1D,,8678,,OLD,816,1020,66,+,F,AA,4,,,V,,,,,NWFN,,,1.272691281,F,4,"FIVE SEXINGS AS F, THREE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13150,59857,22166,FTE,27-Oct-16,,0A140A4C27,,4992,,OLD,1142,1425,115,+,,I,8,,,V,,,,,NWFN,,EXTENSIVE DAMAGE TO TAIL,0.74444245,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13162,60019,22194,MCV,02-Nov-16,,0A140A4C27,,4992,,OLD,1147,1406,124,+,,I,3,,,V,,,,,NWFN,,HEMIPENES FLARED; EXTENSIVE DAMAGE TO TAIL,0.79025968,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13228,60825,22301,ACN,22-Nov-16,,0A140A4C27,,4992,,OLD,1136,1407,124,+,,M,5,,,V,,,,,NWFN,,HORIZONTAL TO M. DORSAL REGION. SCARRING ALONG TAIL.,0.817926296,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13179,60266,22228,ACN,08-Nov-16,,0A140A4C29,,3945,,OLD,1025,1288,79,+,M,NEE,3,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.74365301,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13265,61252,22370,MCV,05-Dec-16,,0A140A4C29,,3945,,OLD,1045,1303,84,+,M,L,2,,,V,,,,,NWFN,,HEMIPENES OBSERVED; SOME DORSAL SCARRING NEAR VENT,0.740770838,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
